Type,Name,Rev,New Name,New Rev,Policy,State,Vault,Owner,description,clau,Designated User,CUSSignatureJD,CUSSignatureSH2,CUSSignatureSH,Access Type,Checkin Reason,Language,Is Version Object,Move Files To Version,Suspend Versioning,Title,Originator,CUSSignatureGYDate,CUSSignatureBZH,CUSSignatureGY,CUSSignatureBZHDate,CUSSignatureBZ,CUSSignatureBZDate,CUSSignaturePZ,CUSSignatureJD2,CUSSignatureJDDate,CUSSignatureJD2Date,CUSSignatureSH2Date,CUSSignatureSHDate,CUSSignaturePZDate,Version,ZTEDocCatagory,File Version,Version Date,Primary Key,Secondary Keys,CAD Type,ZTEResponsiblePerson,ZTEResponsibleDepartment
ZTENEWTZD,131616652059931,1,131616652059931,1,Version,Exists,eService Production,yang.meiyan,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0088-2021关于车工坊EMC测试屏蔽材料拆卸的技术通知单.docx,yang.meiyan,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,11616460027092,1,11616460027092,1,Version,Exists,eService Production,teng.wenjie,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0189-2021关于6126BEVBS-M010(双层巴士)楼梯口隔断墙装饰件修模的通知20210322.docx,teng.wenjie,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0001978,0,DOC-0001978,0,Document Release,RELEASED,eService Production,yihang.cai,6859BEVBF1-L073匈牙利8.5米订单内饰新物料开发申请表(窗立柱),FALSE,Unassigned,,,li.feng,Inherited,,English,False,False,False,6859BEVBF1-L073,yihang.cai,,,,,yihang.cai,2021/03/23,yao.cheng2,,,,,2021/03/23,2021/03/23,,02CS,,,,,,,
ZTENEWTZD,251616479798144,1,251616479798144,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6859BEVBF1-L073匈牙利8.5米订单内饰新物料开发申请表(窗立柱)20210323.docx,yihang.cai,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,P-06-0187-2021,0,P-06-0187-2021,0,Document Release,RELEASED,eService Production,mo.yi,关于珠海公交6127BEVB1-L045舱门增加防开钢丝绳的通知,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6127BEVB1-L045,mo.yi,,,,,mo.yi,2021/03/22,yao.cheng,,2021/03/22,,,2021/03/23,2021/03/23,,02CS,,,,,,,
ZTENEWTZD,361616417543763,2,361616417543763,2,Version,Exists,eService Production,chen.wenye,,FALSE,Unassigned,,,,Inherited,更改,English,True,False,False,关于6107BEVB3-M003长沙希迪智能驾驶车前后围蒙皮总成变更的技术通知.docx,chen.wenye,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,551616492885458,1,551616492885458,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,GTZ6555BEVB自动驾驶纯电动样车PO-V2（取消软包描述）.xlsx,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,141616550682411,1,141616550682411,1,Version,Exists,eService Production,cai.neng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,PDM业务逻辑.txt,cai.neng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,251616665700757,1,251616665700757,1,Version,Exists,eService Production,lin.jiawei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0203-2021关于6859BEVBF1-L073匈牙利车ECAS线束变更的通知.docx,lin.jiawei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-TM-05-0011-2021,0,P-TM-05-0011-2021,0,Document Release,RELEASED,eService Production,li.huayu,关于6605BEVB2-M007整车样板制作的技术通知,FALSE,Unassigned,,,wu.shipeng,Inherited,,English,False,False,False,6605BEVB2-M007,li.huayu,,,,,li.huayu,2021/03/23,liu.guohao,,,,,2021/03/23,2021/03/24,,06GY,,,,,,,
ZTENEWTZD,361616483312326,1,361616483312326,1,Version,Exists,eService Production,li.huayu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6605BEVB2-M007整车样板制作的技术通知.docx,li.huayu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,371616483312373,1,371616483312373,1,Version,Exists,eService Production,li.huayu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6605整车样板.dwg,li.huayu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,361616417543763,3,361616417543763,3,Version,Exists,eService Production,chen.wenye,,FALSE,Unassigned,,,,Inherited,更改,English,True,False,False,关于6107BEVB3-M003长沙希迪智能驾驶车前后围蒙皮总成变更的技术通知.docx,chen.wenye,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,P-24-0061-2021,0,P-24-0061-2021,0,Document Release,RELEASED,eService Production,shi.xiaojie,关于6605BEVB1-M006智能驾驶底盘模块图纸和BOM的发放通知,FALSE,Unassigned,,,lv.weiyong,Inherited,,English,False,False,False,6605BEVB1-M006,shi.xiaojie,,,,,shi.xiaojie,2021/03/26,yao.cheng,,,,,2021/03/26,2021/03/26,,03DP,,,,,,,
ZTENEWTZD,241616737719578,1,241616737719578,1,Version,Exists,eService Production,shi.xiaojie,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0061-2021关于6605BEVB1-M006智能驾驶底盘模块图纸和BOM的发放通知.docx,shi.xiaojie,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,P-06-0204-2021,0,P-06-0204-2021,0,Document Release,RELEASED,eService Production,teng.wenjie,关于6605BEVB2-M007深巴样车内饰分总成发布流程的技术通知,FALSE,Unassigned,yang.ping,,li.feng,Inherited,,English,False,False,False,6605BEVB2-M007,teng.wenjie,,,,,teng.wenjie,2021/03/25,yao.cheng,,2021/03/25,,,2021/03/26,2021/03/26,,02CS,,,,,,,
ZTENEWTZD,P-13-0062-2021,0,P-13-0062-2021,0,Document Release,IN_WORK,eService Production,jiang.huilin,关于P-13-0043-2021方盛后桥技术协议的补充协议,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6605BEVB2-M007,jiang.huilin,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,P-06-0206-2021,0,P-06-0206-2021,0,Document Release,RELEASED,eService Production,zhu.jianming,关于6126BEVBS-L070珠海双层巴士车补发24-220V逆变器的技术变更通知,FALSE,Unassigned,wei.shuda,,guo.hui,Inherited,,English,False,False,False,6126BEVBS-L070,zhu.jianming,,,,,zhu.jianming,2021/03/26,yao.cheng,,2021/03/26,,,2021/03/26,2021/03/29,,05DYDQ,,,,,,,
ZTENEWTZD,P-TM-24-0009-2021,0,P-TM-24-0009-2021,0,Document Release,RELEASED,eService Production,chen.longzhen,关于655BEVB-M012工艺模块BOM清单的发放通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6555BEVB,chen.longzhen,,,,,chen.longzhen,2021/03/24,liu.guohao,,,,,2021/03/24,2021/03/24,,06GY,,,,,,,
ZTENEWTZD,31616547637150,1,31616547637150,1,Version,Exists,eService Production,chen.longzhen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6555BEVB工艺模块下发的通知.docx,chen.longzhen,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,41616547637197,1,41616547637197,1,Version,Exists,eService Production,chen.longzhen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6555BEVB-M012 工艺BOM清单.xls,chen.longzhen,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,P-06-0196-2021,0,P-06-0196-2021,0,Document Release,RELEASED,eService Production,xu.qiang,关于6605BEVB2-M007后档黑边调整的技术变更通知20210324,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6605BEVB2-M007,xu.qiang,,,,,xu.qiang,2021/03/24,yao.cheng2,,2021/03/25,,,2021/03/25,2021/03/25,,02CS,,,,,,,
ZTENEWTZD,171616551548252,1,171616551548252,1,Version,Exists,eService Production,xu.qiang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0196-2021关于6605BEVB2-M007后档黑边调整的技术变更通知20210324.docx,xu.qiang,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,331616745958707,1,331616745958707,1,Version,Exists,eService Production,zhu.jianming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6126BEVBS-L070珠海双层巴士车补发24-220V逆变器的技术变更通知.docx,zhu.jianming,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0065-2021,0,P-24-0065-2021,0,Document Release,RELEASED,eService Production,li.jun,关于6605BEVB1-M006-5.99智能驾驶样车整车图纸发放的通知,FALSE,Unassigned,,,wu.shaohui,Inherited,,English,False,False,False,6605BEVB1-M006,li.jun,,,,,li.jun,2021/03/26,zhang.lijiang,,,,,2021/03/26,2021/03/26,,01TY,,,,,,,
ZTENEWTZD,P-06-0210-2021,0,P-06-0210-2021,0,Document Release,RELEASED,eService Production,teng.wenjie,关于6555BEVB-L074(5.5m自动驾驶车)侧围内饰总成图纸变更的通知,FALSE,Unassigned,yang.ping,,li.feng,Inherited,,English,False,False,False,6555BEVB-L074,teng.wenjie,,,,,teng.wenjie,2021/03/26,yao.cheng,,2021/03/26,,,2021/03/29,2021/03/29,,02CS,,,,,,,
ZTENEWTZD,581616769541938,1,581616769541938,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0211-2021关于6555BEVB-L074(M012)智能驾驶5.5米顶内饰补发图纸的通知20210326.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,141617073615685,1,141617073615685,1,Version,Exists,eService Production,zou.kailang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0066-2021关于深圳轻舟项目6555BEVB-M013车身模块图纸及BOM的发放通知.docx,zou.kailang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0223-2021,0,P-06-0223-2021,0,Document Release,RELEASED,eService Production,si.kai,关于6128BEVCF-M009香港金莎项目车架总成技术变更的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6128BEVCF-M009,si.kai,,,,,si.kai,2021/03/30,yao.cheng,,2021/03/30,,,2021/03/30,2021/03/31,,02CS,,,,,,,
ZTENEWTZD,81616639217261,1,81616639217261,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0199-2021关于6555BEVB-L074(M012)智能驾驶5.5米顶内饰变更的通知20210324.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-000X（序号）-20XX（年份）,0,P-06-000X（序号）-20XX（年份）,0,Document Release,FROZEN,eService Production,zhang.suen,关于XX（车型）XXX（变更内容）的通知,FALSE,Unassigned,,,,Inherited,,English,False,False,False,车型号-订单编号,zhang.suen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-TM-24-000X（序号）-20XX（年份）,0,P-TM-24-000X（序号）-20XX（年份）,0,Document Release,FROZEN,eService Production,zhang.suen,关于XX（车型）XXX（技术资料）下发的通知,FALSE,Unassigned,,,,Inherited,,English,False,False,False,车型号-订单编号,zhang.suen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,20210329-2,0,20210329-2,0,Document Release,IN_WORK,eService Production,liu.yubi,分配2个订单号,FALSE,Unassigned,,,,Inherited,,English,False,False,False,分配2个订单号,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,151616989024339,1,151616989024339,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,（变更2）PO生效通知单（分配2个订单号）.xlsx,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-TM-05-000X（序号）-20XX（年份）,0,P-TM-05-000X（序号）-20XX（年份）,0,Document Release,FROZEN,eService Production,zhang.suen,关于XX（车型）XXX（通知内容）的通知,FALSE,Unassigned,,,,Inherited,,English,False,False,False,车型号-订单编号,zhang.suen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0214-2021,0,P-06-0214-2021,0,Document Release,RELEASED,eService Production,liu.zhaowei,关于6107BEVB3-M003转向传动轴以及6555BEVB-M012简易管柱升版的技术通知,FALSE,Unassigned,wu.peicong,,lv.weiyong,Inherited,,English,False,False,False,6107BEVB3-M003、6555BEVB-M012,liu.zhaowei,,,,,liu.zhaowei,2021/03/29,yao.cheng2,,2021/03/29,,,2021/03/29,2021/03/30,,03DP,,,,,,,
ZTENEWTZD,261616996609982,1,261616996609982,1,Version,Exists,eService Production,zhang.wenbo,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于深巴6605BEVB1工艺模块下发的通知.docx,zhang.wenbo,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0001997,0,DOC-0001997,0,Document Release,IN_WORK,eService Production,cai.neng,Test,FALSE,Unassigned,,,,Inherited,,English,False,False,False,Test,cai.neng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,341617000994367,1,341617000994367,1,Version,Exists,eService Production,cai.neng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,A002 建立属性或类型.pptx,cai.neng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,351617001024622,1,351617001024622,1,Version,Exists,eService Production,teng.wenjie,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0210-2021关于6555BEVB-L074(5.5m自动驾驶车)侧围内饰总成图纸变更的通知20210326.docx,teng.wenjie,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0002000,0,DOC-0002000,0,Document Release,RELEASED,eService Production,cai.neng,1,FALSE,Unassigned,,,cai.neng,Inherited,,English,False,False,False,1,cai.neng,,,,,cai.neng,2021/04/06,cai.neng,,,,,2021/04/06,2021/04/06,,01TY,,,,,,,
ZTENEWTZD,401617001399975,1,401617001399975,1,Version,Exists,eService Production,cai.neng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,PO生效通知单-20201028.xlsx,cai.neng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0002001,0,DOC-0002001,0,Document Release,IN_WORK,eService Production,cai.neng,2,FALSE,Unassigned,,,,Inherited,,English,False,False,False,2,cai.neng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,411617001433265,1,411617001433265,1,Version,Exists,eService Production,cai.neng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,中兴1.4.7.9需求说明(1).pptx,cai.neng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,TP2021032555125,0,TP2021032555125,0,Document Release,IN_WORK,eService Production,liu.yubi,动力电池系统的调整,FALSE,Unassigned,,,,Inherited,,English,False,False,False,动力电池系统的调整,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,441617005021606,1,441617005021606,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,预PO生效通知单 V1（动力电池）.xls,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0252-2021,0,P-06-0252-2021,0,Document Release,RELEASED,eService Production,su.xuanhao,关于6605BEVB1-M018中汽研自动驾驶地板骨架变更的通知,FALSE,Unassigned,chen.yukai,,guo.hui,Inherited,,English,False,False,False,6605BEVB1-M018,su.xuanhao,,,,,su.xuanhao,2021/04/06,yao.cheng,,2021/04/06,,,2021/04/06,2021/04/06,,02CS,,,,,,,
ZTENEWTZD,281617089198505,1,281617089198505,1,Version,Exists,eService Production,guo.qingfeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0221-2021关于6126BEVBS-M010车型顶盖骨架的通知0330.docx,guo.qingfeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,291617090253923,1,291617090253923,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0215-2021关于6127BEVBF-L064香港车工房柯美水泵更换为中得水泵的技术变更.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0225-2021,0,P-06-0225-2021,0,Document Release,RELEASED,eService Production,xu.qiang,关于6605BEVB2-M007右一侧路牌玻璃黑边调整的技术变更通知20210330,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6605BEVB2-M007,xu.qiang,,,,,xu.qiang,2021/03/30,yao.cheng2,,2021/03/31,,,2021/03/31,2021/04/01,,02CS,,,,,,,
ZTENEWTZD,491617009156194,1,491617009156194,1,Version,Exists,eService Production,liu.zhaowei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0214-2021-关于6107BEVB3-M003角传动轴以及6555BEVB-M012简易管柱升版的技术通知.pdf,liu.zhaowei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0219-2021,0,P-06-0219-2021,0,Document Release,RELEASED,eService Production,lin.jiawei,关于6126BEVBS-M010、6126BEVBS-M011司机包围电磁锁图纸升版的图纸,FALSE,Unassigned,yu.zhenshan,,zhu.jianming,Inherited,,English,False,False,False,6126BEVBS-M010、6126BEVBS-M011,lin.jiawei,,,,,lin.jiawei,2021/03/29,yao.cheng,,2021/03/30,,,2021/03/30,2021/03/30,,05DYDQ,,,,,,,
ZTENEWTZD,351617092120601,1,351617092120601,1,Version,Exists,eService Production,li.huayu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-05-0015-2021关于全承载底盘支撑车制作的技术通知.docx,li.huayu,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0227-2021,0,P-06-0227-2021,0,Document Release,RELEASED,eService Production,li.wei,关于6126BEVBS双层巴士中门门泵罩导轨板开孔位置变更的通知,FALSE,Unassigned,mo.yi,,guo.hui,Inherited,,English,False,False,False,P-06-0227-2021,li.wei,,,,,li.wei,2021/03/31,yao.cheng,,2021/03/31,,,2021/03/31,2021/04/01,,02CS,,,,,,,
ZTENEWTZD,P-24-0069-2021,0,P-24-0069-2021,0,Document Release,RELEASED,eService Production,shi.xiaojie,关于6555BEVB-M013车型底盘模块图纸和BOM清单的发放通知?,FALSE,Unassigned,,,lv.weiyong,Inherited,,English,False,False,False,6555BEVB-M013,shi.xiaojie,,,,,shi.xiaojie,2021/03/30,yao.cheng,,,,,2021/03/30,2021/03/30,,03DP,,,,,,,
ZTENEWTZD,401617093770621,1,401617093770621,1,Version,Exists,eService Production,shi.xiaojie,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0069-2021关于6555BEVB-M013车型底盘模块图纸和BOM清单的发放通知.docx,shi.xiaojie,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,P-06-0230-2021,0,P-06-0230-2021,0,Document Release,RELEASED,eService Production,guo.qingfeng,关于6555BEVB-M012、6555BEVB-M013顶盖骨架变更的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6555BEVB-M012、6555BEVB-M013,guo.qingfeng,,,,,guo.qingfeng,2021/03/31,yao.cheng,,2021/03/31,,,2021/03/31,2021/04/01,,02CS,,,,,,,
ZTENEWTZD,P-24-0067-2021,0,P-24-0067-2021,0,Document Release,RELEASED,eService Production,li.jun,关于6129BEVBF-M005-哈萨订单大件BOM清单发放的通知,FALSE,Unassigned,,,wu.shaohui,Inherited,,English,False,False,False,6129BEVBF-M005,li.jun,,,,,li.jun,2021/03/30,zhang.lijiang,,,,,2021/03/30,2021/03/30,,01TY,,,,,,,
ZTENEWTZD,P-06-0250-2021,0,P-06-0250-2021,0,Document Release,RELEASED,eService Production,yang.ping,关于6605BEVB1-M006海梁自动驾驶车身模块增加内饰的通知,FALSE,Unassigned,yihang.cai,,li.feng,Inherited,,English,False,False,False,6605BEVB1-M006,yang.ping,,,,,yang.ping,2021/04/06,yao.cheng,,2021/04/06,,,2021/04/06,2021/04/06,,02CS,,,,,,,
ZTENEWTZD,411617093924696,1,411617093924696,1,Version,Exists,eService Production,yu.zhenshan,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0216-2021关于6605BEVB2-M007摄像头延长线变更的通知.docx,yu.zhenshan,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,421617094454910,1,421617094454910,1,Version,Exists,eService Production,su.xuanhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0224-2021关于6605BEVB1自动驾驶车身骨架变更的通知.docx,su.xuanhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0070-2021,0,P-24-0070-2021,0,Document Release,RELEASED,eService Production,yang.ping,关于深圳轻舟项目6555BEVB-M013造型及内饰模块图纸及BOM的发放通知,FALSE,Unassigned,,,li.feng,Inherited,,English,False,False,False,6555BEVB-M013,yang.ping,,,,,yang.ping,2021/03/30,yao.cheng,,,,,2021/03/31,2021/03/31,,02CS,,,,,,,
ZTENEWTZD,431617094912118,1,431617094912118,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0070-2021关于深圳轻舟项目6555BEVB-M013造型及内饰模块图纸及BOM的发放通知.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,31617672806841,1,31617672806841,1,Version,Exists,eService Production,wu.peicong,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,汽车工程研究院用章审批表.xls,wu.peicong,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,41617672806888,1,41617672806888,1,Version,Exists,eService Production,wu.peicong,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,21_04_02_TA_Zoson_GTZ6129BEVBF_8098.957.112.pdf,wu.peicong,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,51617672806919,1,51617672806919,1,Version,Exists,eService Production,wu.peicong,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,Installation drawing confirmation letter_Granton_8098.957.112.pdf,wu.peicong,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,P-06-0228-2021,0,P-06-0228-2021,0,Document Release,RELEASED,eService Production,fu.zongxia,关于6107BEVB3长沙希迪智能驾驶车身喷漆的技术变更,FALSE,Unassigned,li.feng,,li.feng,Inherited,,English,False,False,False,6107BEVB3长沙希迪,fu.zongxia,,,,,fu.zongxia,2021/03/31,yao.cheng2,,2021/03/31,,,2021/03/31,2021/03/31,,02CS,,,,,,,
ZTENEWTZD,451617097055989,1,451617097055989,1,Version,Exists,eService Production,fu.zongxia,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6107BEVB3长沙希迪智能驾驶车身喷漆的技术变更.docx,fu.zongxia,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,P-06-0222-2021,0,P-06-0222-2021,0,Document Release,RELEASED,eService Production,jiang.zexin,关于6605BEVB1-M006智能驾驶冷却系统支架焊接总成由底盘厂带改为自制的技术变更,FALSE,Unassigned,wu.peicong,,lv.weiyong,Inherited,,English,False,False,False,6605BEVB1-M006,jiang.zexin,,,,,jiang.zexin,2021/03/30,yao.cheng,,2021/03/31,,,2021/03/31,2021/03/31,,03DP,,,,,,,
ZTENEWTZD,TP2021032973909-2,0,TP2021032973909-2,0,Document Release,IN_WORK,eService Production,liu.yubi,把不同厂家的自动驾驶系统拆分为两个订单及关联的变更,FALSE,Unassigned,,,,Inherited,,English,False,False,False,TP2021032973909-2,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,41617152193207,1,41617152193207,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,（变更3）PO生效通知单（订单号S1M018，生产编号M0003）.xlsx,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-05-0090-2021,0,P-05-0090-2021,0,Document Release,RELEASED,eService Production,yihang.cai,关于6129(罗马尼亚25台)乘客座椅椅脚及车内地板检修盖锈蚀售后问题处理的通知,FALSE,Unassigned,yang.ping,,li.feng,Inherited,,English,False,False,False,6129(罗马尼亚25台),yihang.cai,,,,,yihang.cai,2021/03/31,yao.cheng2,,2021/03/31,,,2021/03/31,2021/04/01,,02CS,,,,,,,
ZTENEWTZD,221616662701872,1,221616662701872,1,Version,Exists,eService Production,yang.meiyan,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0088-2021关于车工坊EMC测试屏蔽材料拆卸的技术通知单.docx,yang.meiyan,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,461617106386065,1,461617106386065,1,Version,Exists,eService Production,teng.wenjie,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0226-2021关于6605BEVB2-M007深巴样车司机包围及车内灭火器的技术通知20210330.docx,teng.wenjie,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0229-2021,0,P-06-0229-2021,0,Document Release,RELEASED,eService Production,yihang.cai,关于6605BEVB2-M007(深巴样车)侧内饰总成补发零件图纸的通知,FALSE,Unassigned,yang.ping,,li.feng,Inherited,,English,False,False,False,6605BEVB2-M007,yihang.cai,,,,,yihang.cai,2021/03/30,yao.cheng,,2021/03/30,,,2021/03/31,2021/03/31,,02CS,,,,,,,
ZTENEWTZD,481617114007859,1,481617114007859,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0229-2021关于6605BEVB2-M007(深巴样车)侧围内饰总成补发零件图纸的通知20210330.docx,yihang.cai,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,P-06-0189-2021,0,P-06-0189-2021,0,Document Release,RELEASED,eService Production,teng.wenjie,关于6126BEVBS-M010(双层巴士)楼梯口隔断墙装饰件修模的通知,FALSE,Unassigned,yang.ping,,guo.hui,Inherited,,English,False,False,False,6126BEVBS-M010,teng.wenjie,,,,,teng.wenjie,2021/03/22,yao.cheng,,2021/03/22,,,2021/03/23,2021/03/23,,02CS,,,,,,,
ZTENEWTZD,P-06-0190-2021,0,P-06-0190-2021,0,Document Release,RELEASED,eService Production,yang.ping,关于6127BEVBF-L064车工房认证问题的整改通知,FALSE,Unassigned,yihang.cai,,li.feng,Inherited,,English,False,False,False,6127BEVBF-L064,yang.ping,,,,,yang.ping,2021/03/23,yao.cheng,,2021/03/23,,,2021/03/23,2021/03/23,,02CS,,,,,,,
ZTENEWTZD,81616463913201,1,81616463913201,1,Version,Exists,eService Production,du.zhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-05-0010-2021关于6555BEVB-L031智能驾驶车身整改工艺辅料的通知.docx,du.zhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-0191-2021,0,P-06-0191-2021,0,Document Release,RELEASED,eService Production,chen.wenye,关于6555BEVB-L074自动驾驶前后保险杠总成变更的技术通知,FALSE,Unassigned,du.peixuan,,li.feng,Inherited,,English,False,False,False,6555BEVB-L074,chen.wenye,,,,,chen.wenye,2021/03/23,yao.cheng,,2021/03/23,,,2021/03/23,2021/03/24,,02CS,,,,,,,
ZTENEWTZD,21616461277255,1,21616461277255,1,Version,Exists,eService Production,chen.wenye,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6555BEVB-L074自动驾驶前后保险杠总成变更的技术通知.docx,chen.wenye,,,,,,,,,,,,,,,02CS,,,,,,,
